"Año Convocatoria",Titulo
2008,"VARIABILIDAD GENÉTICA DE LOS  PAPILOMAVIRUS TIPO 58"
2008,"BIOMARCADORES GENÓMICOS DE PREDICCIÓN DE RIESGO EN CÁNCER CERVICOUTERINO"
2008,"ANÁLISIS DE LA EXPRESIÓN DE BIOMARCADORES SELECCIONADOS ESPECÍFICOS DE CÁNCER DE PULMÓN, Y DESARROLLO DE UNA PRUEBA DE ELISA PROTOTIPO PARA EL DIAGNÓSTICO DE LA ENFERMEDAD"
2008,"EL USO DE LA N-ACETILCISTEINA PARA MEJORAR EL ÍNDICE DE DESEMPEÑO VENTRICULAR IZQUIERDO Y SU EFECTO EN LA PEROXIDACIÓN LÍPIDICA, CON EL OBJETO DE ENCONTRAR UN NUEVO ESQUEMA DE TRATAMIENTO DURANTE LA REPERFUSIÓN CORONARIA EN EL INFARTO AGUDO DEL MIOCARDIO"
2008,"IMPLEMENTACION DE UN TAMIZ NEONATAL PARA LA DETECCION OPORTUNA DE LA INMUNODEFICIENCIA COMBINADA SEVERA EN NIÑOS MEXICANOS"
2008,"ANÁLISIS MUTACIONAL DEL GEN CDH1 EN PACIENTES CON CÁNCER GÁSTRICO DIFUSO FAMILIAR EN MÉXICO."
2008,"EXPOSICIÓN A PLAGUICIDAS Y EFECTOS EN SALUD EN POBLACIONES INFANTILES DE LA ZONA PLATANERA DEL SOCONUSCO, CHIAPAS"
2008,"ESTUDIO DE VARIANTES DEL NÚMERO DE COPIA (CNVS) EN EL GENOMA DE PACIENTES CON DIABETES TIPO 2 Y SU IMPLICACIÓN EN LAS COMPLICACIONES MAS FRECUENTES"
2008,"DESARROLLO DE UNA TÉCNICA DE CITOMETRÍA DE FLUJO PARA LA DETERMINACIÓN INTRACELULAR DE LA PROTEÍNA NS1 (DV-NS1-CF) PARA EL DIAGNÓSTICO TEMPRANO DE CASOS DE DENGUE"
2008,"DETERMINACION DE LA CAPACIDAD DE QUANTIFERON PARA IDENTIFICAR CONVERSION A TUBERCULOSIS ACTIVA EN CONTACTOS INTRAFAMILIARES"
2008,"ESPECTROSCOPÍA DE RESONANCIA MAGNÉTICA NUCLEAR DE PROTÓN (¹H-MRS) EN PUTAMEN, CAUDADO, SUSTANCIA BLANCA FRONTAL Y AMÍGDALA EN PACIENTES CON ENFERMEDAD DE PARKINSON (EP) Y PSICOSIS."
2008,"MODELO DE ATENCIÓN PARA ADULTOS MAYORES MALTRATADOS"
2008,"DISFUNCIÓN NO MOTORA EN LA ENFERMEDAD DE PARKINSON IDIOPÁTICA: PREVALENCIA E IMPACTO EN LA CALIDAD DE VIDA."
2008,"ANÁLISIS DE LA EXPRESIÓN DE SMAC/DIABLO EN EL CÁNCER DE MAMA."
2008,"DIAGNOSTICO MOLECULAR DE PATÓGENOS ASOCIADOS A ENFERMEDADES RESPIRATORIAS USANDO UN MICROARREGLO DE DNA"
2008,"PREVENCIÓN TEMPRANA DE HIPERTENSIÓN ARTERIAL. ESTUDIO MULTICÉNTRICO Y MULTIDISCIPLINARIO. PRIMERA FASE: INTEGRACIÓN DE UNA COHORTE DE SUJETOS DE ALTO RIESGO PARA EL DESARROLLO DE HIPERTENSIÓN. (GEMPHI)"
2008,"POLIMORFISMOS DE LA REGIÓN REGULADORA DEL GEN DE INTERLEUCINA-10 Y SU ASOCIACIÓN CON EL RIESGO DE DESARROLLAR CÁNCER CERVICAL EN MUJERES PROCEDENTES DEL ESTADO DE GUERRERO"
2008,"EVALUACION DE LA  EFICACIA DEL TRANSPLANTE AUTOLOGO DE CELULAS MADRE HEMATOPOYETICAS DEL ADULTO MOVILIZADAS A SANGRE PERIFÉRICA MEDIANTE G-CSF (FILGRASTIM, NEUPOGEN) EN PACIENTES CON INFARTO AL MIOCARDIO ANTIGUO Y MALA FUNCION CONTRACTIL ."
2008,"SALUD MENTAL Y VIOLENCIA EN EL NOVIAZGO EN ADOLESCENTES: EVALUACIÓN DE UN PROGRAMA DE PREVENCIÓN E INTERVENCIÓN"
2008,"VALORACIÓN DE LOS POLIMORFISMOS FUNCIONALES TNFA-308G>A, INFG (CA)N, IL10-1082A>G Y GRB-295A>G PARA EL ESTABLECIMIENTO DE UN PERFIL PREDICTOR Y DIAGNÓSTICO TEMPRANO DE RECHAZO AGUDO EN TRASPLANTE RENAL PEDIÁTRICO"
2008,"ASOCIACIÓN DE POLIMORFISMOS DE UN SOLO NUCLEÓTIDO EN GENES CANDIDATOS AL DESARROLLO DE DIABETES Y OBESIDAD EN UNA POBLACIÓN DERECHOHABIENTE DEL ISSSTE"
2008,"DETERMINANTES INSTITUCIONALES DE LA COBERTURA EFECTIVA DE LOS SERVICIOS DE SALUD DE PRIMER NIVEL EN MÉXICO"
2008,"EVALUACIÓN DE LA EFECTIVIDAD Y LA TOLERABILIDAD TERAPÉUTICA DE UN EXTRACTO DE AGERATINA PICHINCHENSIS A UNA CONCENTRACIÓN DEL 10% Y 20% COMO TRATAMIENTO DE TINEA PEDIS EN SU VARIEDAD INTERDIGITAL"
2008,"DISEÑO Y FABRICACION DE MICROSENSORES DE FLUJO PARA CUIDADOS NEONATALES"
2008,"ANÁLISIS COSTO-EFECTIVIDAD DE LAS ALTERNATIVAS FARMACOLÓGICAS PARA LA DESHABITUACIÓN TABÁQUICA EN MÉXICO"
2008,"FRECUENCIA DE GENOTIPOS SUSCEPTIBLES DEL GEN PARAOXONASA 1 EN PACIENTES YUCATECOS CON GLIOMA Y HETEROCIGOSIDAD DE LAS REGIONES CROMOSÓMICAS 1P36 Y 19Q13."
2008,"ANALISIS MOLECULAR DE GENES RELACIONADOS CON EL DESARROLLO DE LA ENFERMEDAD DE PARKINSON EN PACIENTES DEL NORESTE DE MEXICO"
2008,"COHORTE DE TRABAJADORES DEL IMSS"
2008,"BUSQUEDA DE MARCADORES AMBIENTALES Y MOLECULARES PARA PREDICCION DE SUSCEPTIBILIDAD AL DESARROLLO DE DIABETES MELLITUS TIPO 2."
2008,"DETECCIÓN DE ALTERACIONES CROMOSÓMICAS POR MICROARREGLOS Y SU RELACIÓN EN PACIENTES CON MALFORMACIONES CONGÉNITAS Y  RETRASO MENTAL/RETRASO PSICOMOTOR IDIOPÁTICO."
2008,"ESTUDIO CLÍNICO DE FASE 1 DE 2 NUEVOS FÁRMACOS ANTINEOPLÁSICOS (CASIOPEÍNAS IIGLY Y III-IA) Y DESARROLLO PRECLÍNICO DE 7 ANÁLOGOS ESTRUCTURALES."
2008,"ESTUDIO DE DETERMINANTES GENÉTICOS Y AMBIENTALES DE LA MASA ÓSEA EN MUJERES PERIMENOPÁUSICAS DE CIUDAD JUÁREZ CON Y SIN OSTEOPOROSIS."
2008,"NEUROESTIMULACIÓN CEREBRAL PROFUNDA DEL NÚCLEO ACCUMBENS EN EL TRATAMIENTO DE LA DEPRESIÓN REFRACTARIA"
2008,"IDENTIFICACION DE BIOMARCADORES ANTIANGIOGENICOS COMO REGULADORES DE LA MADURACIÓN CONDRAL Y SU POSIBLE PAPEL EN LA REPARACIÓN DEL CARTÍLAGO ARTICULAR"
2008,"MÉTODOS DE PCR EN TIEMPO REAL PARA LA DETECCIÓN RÁPIDA DE FALLA AL TRATAMIENTO EN TUBERCULOSIS."
2008,"CARACTERIZACIÓN DEL PERFIL BIOQUÍMICO DE LAS SAXITOXINAS RELACIONADAS CON LA INTOXICACIÓN PARALIZANTE POR CONSUMO DE MOLUSCOS BIVALVOS EN EL LITORAL DE GUERRERO Y OAXACA."
2008,"GROSOR INTIMA-MEDIA DE LA CARÓTIDA EN PACIENTES CON DIABETES TIPO 2 DIAGNOSTICADA ANTES DE LOS 40 AÑOS"
2008,"DETECCION DE CELULAS TRONCALES TUMORALES CIRCULANTES PARA EL DIAGNOSTICO Y PRONOSTICO DEL CANCER DE MAMA"
2008,"USO DE INMUNOMODULADORES PARA EL TRATAMIENTO DE ULCERAS DE PIE DIABÉTICO"
2008,"PREDICCION DE ZONAS DE  RIESGO DE  ADQUISICION DE ENFERMEDAD DE LYME EN LA REPUBLICA MEXICANA Y GENOTIPIFICACION DE  BORRELIA BURGDORFERI  PREVALENTE EN GARRAPATAS, RESERVORIOS Y  ESPECIMENES CLINICOS."
2008,"DESARROLLO DE UN MÉTODO PARA EL DIAGNÓSTICO RÁPIDO DIFERENCIAL DE FIEBRES HEMORRÁGICAS"
2008,"CARACTERIZACIÓN DE LA CONTRIBUCIÓN GENÉTICA ASOCIADA AL RIESGO A PADECER DEGENERACIÓN MACULAR RELACIONADA A LA EDAD EN POBLACIÓN MEXICANA."
2008,"MARCADORES DE DAÑO ENDOTELIAL  EN PACIENTES QUE DESARROLLAN ATEROESCLEROSIS ACELERADA SECUNDARIA A ENFERMEDADES SISTÉMICAS AUTOINMUNES"
2008,"¿USO DE UN POLÍMERO BIODEGRADABLE PARA LA LIBERACIÓN DEL GEN DE LA IL-12 EN UN MODELO EXPERIMENTAL TUMORAL MURINO VPH POSITIVO COMO TERAPIA LOCAL NO INVASIVA CONTRA EL CÁNCER CERVICAL¿."
2008,"IDENTIFICACIÓN Y CARACTERIZACION MOLECULAR DE LA INFECCIÓN ACTIVA POR CITOMEGALOVIRUS EN RECIÉN NACIDOS PREMATUROS"
2008,"IDENTIFICACIÓN DE LOS PERFILES DE EXPRESIÓN GENÓMICA ASOCIADOS CON LA RESPUESTA A LA VENTANA DE ESTEROIDES Y AL TRATAMIENTO DE INDUCCIÓN A LA REMISIÓN EN BLASTOS LINFOIDES DE NIÑOS CON LEUCEMIA AGUDA LINFOBLÁSTICA, UTILIZANDO MICROARREGLOS DE EXPRESIÓN."
2008,"BÚSQUEDA DE NUEVOS COMPUESTOS LÍDERES PARA EL CONTROL DE HELICOBACTER PYLORI."
2008,"CONTRIBUCIÓN DEL LOCUS HLA-DP EN LA EXPRESIÓN DE LAS LEUCEMIAS AGUDAS EN NIÑOS MEXICANOS"
2008,"IDENTIFICACIÓN DE POSIBLES BIOMARCADORES EN ENFERMEDAD RENAL CRÓNICA: ANÁLISIS PROTEÓMICO."
2008,"POLIMORFISMOS DEL GEN MDR1 ASOCIADOS AL NIVEL DE EXPRESIÓN DE RNA MENSAJERO DEL MISMO GEN Y A LA RESPUESTA AL TRATAMIENTO EN SARCOMAS DE NIÑOS ATENDIDOS EN EL INP"
2008,"CAPACIDAD DE AFILIACIÓN DE LAS FAMILIAS DE MIGRANTES A UN ESQUEMA DE SEGURO DE SALUD"
2008,"EVALUACIÓN DE LAS CÉLULAS T CD8+ NKT-LIKE DE SANGRE PERIFÉRICA Y CAMBIOS CITOPATICOS VIRALES EN CITOLOGÍAS CERVICALES."
2008,"REVERSIÓN DE LA RESISTENCIA A LA QUIMIOTERAPIA EN LINFOMAS PEDIÁTRICOS MEDIANTE LA INDUCCIÓN DE APOPTOSIS, UTILIZANDO VECTORES BACTERIANOS QUE EXPRESAN PÉPTIDOS ANTAGÓNICOS A LA ACTIVIDAD DE BCL-2."
2008,"EFECTO DEL PLASMA DE MUJERES EMBARAZADAS CON PREECLAMPSIA  SOBRE CULTIVOS DE CELULAS ENDOTELIALES. EN BUSQUEDA DE UN FACTOR SERICO INDUCTOR DE DAÑO ENDOTELIAL COMO MARCADOR TEMPRANO DE PREECLAMPSIA."
2008,"COMPARACIÓN ENTRE LOS NIVELES DE EXPOSICIÓN A CONTAMINANTES CONTENIDOS EN PARTÍCULAS ATMOSFÉRICAS EN AMBIENTES CERRADOS Y EN EL EXTERIOR EN ZONAS DE ALTA RESUSPENSION EN CD. JUÁREZ, CHIHUAHUA"
2008,"ANÁLISIS DE LOS POLIMORFISMOS EN LOS GENES, RO, IL-10 Y FCGIIB EN SÍNDROME DE SJÖGREN. ASOCIACIÓN CON NIVELES SOLUBLES, RNAM, AUTOANTICUERPOS Y SEVERIDAD CLÍNICA."
2008,"SALUD Y MEDIO AMBIENTE: CÁNCER CERVICOUTERINO Y MAMARIO,  FACTORES DE RIESGO POR AGROQUÍMICOS Y ALIMENTOS CONTAMINADOS EN EL ESTADO DE YUCATÁN"
2008,"VALOR PREDICTIVO DE LA MORFOLOGÍA Y EL VOLUMEN PLACENTARIO EN EL PRIMER Y SEGUNDO TRIMESTRE DEL EMBARAZO, PARA EL DESARROLLO DE PREECLAMPSIA Y RESTRICCIÓN DEL CRECIMIENTO INTRAUTERINO (RCIU)."
2008,"PREDICCIÓN Y PREVENCIÓN DE DAÑO NEUROLÓGICO EN RESTRICCIÓN DEL CRECIMIENTO INTRAUTERINO."
2009,"CORRELACION DE LOS NIVELES DE EXPRESION DE FACTORES TRANSCRIPCIONALES EN TEJIDO ADIPOSO Y SANGUINEO PARA LA DETERMINACION DE BIOMARCADORES DE RESPUESTA A UN TRATAMIENTO EJERCICIO Y DIETA PARA PERSONAS OBESAS CON Y SIN ESTEATOSIS"
2009,"Cáncer de Mama y Exposición a Ftalatos en Mujeres del Norte de México"
2009,"Diseño y Construcción de Vectores Tipo Virion: Aplicaciones Potenciales como Portadores de Medicamentos, Imagenologia, Terapia Viral y Terapia Genética"
2009,"Estudio de cohorte para evaluar la exposición materna al mercurio y sus efectos en la salud perinatal.  Comunidades del Lago de Chapala."
2009,"""Estudio ex vivo de la regulación epigenética de un grupo de genes relacionados con la obesidad"""
2009,"Retos de la integración funcional del sistema de salud mexicano. Un estudio de factibilidad"
2009,"Desarrollo y validacion de un microarreglo de DNA para deteccion y subtipificacion de agentes virales asociados a gastroenteritis."
2009,"EVALUACION POBLACIONAL DE VARIANTES EN LOS GENES ABCA1 y FTO ASOCIADAS A METABOLISMO DE LIPIDOS Y OBESDIDAD, EN UNA MUESTRA PROBABILISTICA DE REPRESENTATIVIDAD NACIONAL DE LOS DERECHOHABIENTES DEL ISSSTE"
2009,"Evaluación de las mutaciones G2019S y G2385A del GEN LRRK2, y los polimorfismos AI0398G y T4336C del ADNmitocondrial como marcadores genéticos de riesgo de la enfermedad de Parkinson no familiar en pacientes mestizos mexicanos"
2009,"Efecto del ácido aminohidroxibutírico (GABOB) sobre el daño gastroduodenal inducido por el uso crónico de antiinflamatorios no esteroideos, con o sin infección por Helicobacter pylori concomitante."
2009,"Identificación de un elemento regulador común para la expresión de los genes KiSS1 y REN en placentas de mujeres con Preeclampsia-eclampsia comparado con placentas de mujeres con embarazo normo-evolutivo"
2009,"IDENTIFICACIÓN DE GENES BLANCO PARA EL MICRORNA MIR21 EN CÉLULAS CERVICALES TUMORALES HUMANAS TRANSFORMADAS CON HPV"
2009,"La calpaína 10 como biomarcador temprano de riesgo para desarrollar  Diabetes Mellitus tipo 2 (DM2)"
2009,"Marcadores bioquímicos en la progresión de la calcificación arterial  y su  asociación con mortalidad cardiovascular en pacientes de Hemodiálisis y Diálisis peritoneal."
2009,"Una intervención basada en teléfonos celulares para mejorar el control glucémico en adultos con diabetes mellitus tipo 2."
2009,"Desarrollo de un sistema de diagnóstico temprano para dengue e identificación de factores de riesgo de progresión a dengue hemorrágico"
2009,"Daño neuronal asociado a la hipoglucemia, su relevancia para la isquemia cerebral y posible protección por cuerpos cetónicos"
2009,"Mapeo de la función cerebral por espectroscopía de infrarrojos en lactantes."
2009,"¿CORRELACION DE LA CODELECION 1p 19q CON LA EXPRESION DE LA APOPTOSIS, Y SU RELACION CON LA RESPUESTA A TRATAMIENTO Y SOBREVIDA EN NIÑOS CON ASTROCITOMA¿"
2009,"ESCLEROSIS MÚLTIPLE: IDENTIFICACION MICROSCÓPICA DEL VIRUS DE LA VARICELA EN DIVERSAS MANIFESTACIONES CLÍNICAS"
2009,"Papel de la angiogénesis y linfangiogénesis para la obtención de imagen mastográfica con técnica digital con medio de contraste."
2009,"Embarazo adolescente y deserción escolar: explorando el papel del entorno sociofamiliar y escolar en la promoción de la salud sexual y reproductiva y en la construcción de proyectos de vida y desarrollo personal de los(as) adolescentes."
2009,"Búsqueda de marcadores pronósticos mediante el análisis proteómico de biopsias de tumores de cancer de mama triples negativo en la poblacion mexicana."
2009,"Identificación de Variantes Genéticas que Confieren Susceptibilidad a la Enfermedad Arterial Coronaria en Población Mexicana"
2009,"Biomarcadores para establecer un método de diagnóstico temprano para cáncer gástrico."
2009,"Desarrollo de un implante tridimensional de células madre mesenquimatosas modificadas genéticamente para reemplazo de cartílago articular"
2009,"EXPRESIÓN DE CLAUDINAS EN BIOPSIAS DE PACIENTES POSITIVOS A HELICOBACTER PYLORI Y SU RELACIÓN CON LA CARCINOGÉNESIS GÁSTRICA."
2009,"EFECTO DEL BLOQUEO DE ALDOSTERONA SOBRE EL FENOMENO ISQUEMIA-REPERFUSIÓN EN el TRASPLANTE RENAL."
2009,"La satisfacción/insatisfacción de los usuarios del sistema de salud  con la atención desde sus expectativas y experiencias en México"
2009,"Caracterización de mutaciones y polimorfismos en los genes CRELD1, NKX2.5 y GATA4 en una muestra de pacientes mexicanos con síndrome de Down y defectos de septación cardiaca."
2009,"Polimorfismos genéticos del CYP2D6,CYP3A4, CYP3A5, CYP2C9 y CYP2C19 en población Indígena del noroeste de México y su impacto en la respuesta a medicamentos."
2009,"Estudio de asociación de polimorfismos en genes candidatos y labio paladar hendido en una muestra de pacientes de origen mexicano."
2009,"Efecto de la acupuntura en el tratamiento de la obesidad y la expresión génetica en los adipocitos."
2009,"Promoción e impacto de estrategias educativas en salud e higiene para prevenir enfermedades gastrointestinales y diarreicas por parasitosis en escolares de áreas marginadas de Sonora y Oaxaca. Estudio piloto."
2009,"BURNOUT, SOBRECARGA PERCIBIDA Y SINTOMATOLOGÍA ASOCIADA AL ESTRÉS EN AMAS DE CASA MEXICANAS."
2009,"DETECCION DE AGENTES VIRALES RELACIONADOS CON LA SALUD DEL BINOMIO MADRE-HIJO"
2009,"""Dejando Huellitas en tu Vida"" Instrumentación de un programa habilidades sociales para niños/as de segundo a quinto año de primaria para disminuir problemas conductuales y de salud mental"
2009,"Diseño de un equipo para evaluar opticamente la consolidación ósea."
2009,"POLIMORFISMOS EN LOS GENES DE OPG, LRP5 Y ESR1 COMO MARCADORES DE RIESGO GENÉTICO PARA LA PRESENTACIÓN DE FRACTURAS OSTEOPORÓSTICAS EN MUJERES POSMENOPÁUSICAS"
2009,"Dehidroepiandrosterona: Estudio de sus posibles mecanismos moleculares antifibrosantes y su importancia como biomarcador para el diagnóstico y pronóstico de la fibrosis pulmonar idiopática"
2009,"Efecto de la vibración como terapia preventiva del síndrome del pie diabético"
2009,"Desarrollo de un fitomedicamento con base en el extracto estandarizado de Sechium edule para el tratamiento de las complicaciones vasculares de la Hipertension Arterial Cronica"
2009,"Identificación de marcadores moleculares de tipo proteico para el desarrollo de un kit de diagnóstico y pronóstico del cáncer de mama en mujeres mexicanas"
2009,"Desarrollo de un programa de vigilancia epidemiológica de la gastroenteritis viral infantil en México"
2009,"Efecto de la administración enteral de ácidos grasos poli-insaturados omega 3 más un complemento alimenticio  sobre la mortalidad, el  estado de nutrición y la toxicidad del tratamiento de niños con leucemia aguda linfoblástica: Ensayo clínico controla"
2009,"Identificación y selección de microRNAs en suero que permiten el diagnóstico y clasificación del Cáncer de Cervix"
2009,"Diagnóstico no invasivo de la enfermedad de Alzheimer a través de la determinación de la proteína tau patológica en líquido cefalorraquídeo¿."
2009,"DETERMINACION DE LOS NIVELES DE ARSENICO EN LA CIUDAD DE DURANGO  Y EVALUACION DE LA ASOCIACION DE LOS POLIMORFISMOS EN EL GEN CAT CON LA GENERACION DE DAÑO EN EL ADN"
2009,"EFECTO LA PROLACTINA SOBRE LA FUNCION DE LOS LINFOCITOS T REGULADORES DE PACIENTES CON LUPUS ERITEMATOSO SITÉMICO Y SU POTENCIAL APLICACIÓN EN EL TRATAMIENTO"
2009,"DISEÑO DE UN SISTEMA DE ADQUISICIÓN Y ANÁLISIS DE IMÁGENES DIGITALES PARA SU APLICACIÓN EN EL DIAGNÓSTICO MICROSCÓPICO DE LA ENFERMEDAD DE CHAGAS"
2009,"IDENTIFICACION DE FACTORES DE SUSCEPTIBILIDAD GENOMICA PARA EL DESARROLLO DE LA OBESIDAD Y RASGOS METABOLICOS RELACIONADOS"
2009,"BUSQUEDA DE MARCADORES MOLECULARES (EPIGENÉTICOS Y DE EXPRESIÓN) ASOCIADOS A LA RESPUESTA CLINICA EN PACIENTES CON CANCER CERVICO-UTERINO LOCALMENTE AVANZADO EMPLEANDO HERRAMIENTAS DE ANÁLISIS GENÓMICO."
2009,"Papel de la Fructosa en la Obesidad y el Síndrome Metabólico"
2009,"PRESENCIA Y TRASMISIÓN DEL AGENTE CAUSAL DE LA ENFERMEDAD DE CHAGAS Y VECTORES ASOCIADOS A LA INFECCIÓN EN EL ESTADO DE MICHOACÁN Y CIUDAD DE MÉXICO."
2009,"DETECCION MOLECULAR DE VIBRIOS  PATOGENOS EN MOLUSCOS MARINOS DESTINADOS A CONSUMO HUMANO"
2009,"Prevención de obesidad en niños: una intervención basada en la atención en Guarderías del Instituto Mexicano del Seguro Social"
2009,"Fitofármacos de plantas medicinales mexicanas: caracterización química y evaluación molecular del efecto antitumoral en líneas celulares de cáncer de mama"
2009,"GENOTIPIFICACION DE BACTERIAS CAUSANTES DE SEPTICEMIA NEONATAL TEMPRANA MEDIANTE LA SUBUNIDAD   16 S rRNA"
2009,"INMUNOENSAYO ELECTROQUÍMICO BASADO EN UNA ETIQUETA-NANOPARTÍCULA DE SULFURO DE PLOMO PARA EL DIAGNÓSTICO TEMPRANO DE ANTÍGENO CARCINOEMBRIONARIO (ACE) EN SUERO HUMANO"
2009,"DEFINICIÓN ANATOMOFISIOLÓGICA DEL ÁREA SUBTALÁMICA POSTERIOR EN EL HOMBRE Y SUS IMPLICACIONES EN LA FISIOPATOLOGÍA Y TRATAMIENTO QUIRÚRGICO DE LA ENFERMEDAD DE PARKINSON"
2009,"INGENIERÍA DE TEJIDOS Y MEDICINA REGENERATIVA PARA EL DESARROLLO Y TRASPLANTE DE PABELLÓN AURICULAR"
2009,"Identificación de parásitos intestinales emergentes, como causa de diarrea aguda en pacientes con VIH y cáncer mediante PCR múltiple."
2009,"CARACTERIZACIÓN QUÍMICO-BIOLÓGICA DE COMPUESTOS CON POTENCIAL ANTIDIABÉTICO DERIVADOS DE PLANTAS NATIVAS"
2009,"Polarización de las células T de memoria centrales como biomarcador de riesgo en pacientes en etapa avanzada de la enfermedad por VIH"
2009,"Ambiente Seguro, Intervenciones para Prevención de Atropellamientos en Cuernavaca"
2009,"Promoción de estilos de vida saludable en niños y adolescentes con la participación activa de la población"
2009,"IDENTIFICACIÓN DE LOS FACTORES DE RIESGO VASCULAR ASOCIADOS CON EL RÁPIDO DETERIORO COGNITIVO EN PACIENTES CON ALZHEIMER"
2009,"La promoción de la salud y el fortalecimiento de los recursos psicológicos personales, familiares y sociales como estrategia de intervención ante la migración."
2009,"Indice de masa corporal y marcadores genéticos como factores de riesgo para osteoporosis en mujeres yucatecas"
2009,"Desarrollo de un panel para la detección de los agentes causales de bacteriemia/sepsis a partir de hemocultivos positivos"
2009,"AISLAMIENTO Y SEROTIPIFICACIÓN DE VIRUS DEL DENGUE EN MOSQUITOS DEL GÉNERO AEDES PARA LA VIGILANCIA EPIDEMIOLÓGICA DE LA ENFERMEDAD"
2009,"PERFIL GENÓMICO DEL PROCESO INFLAMATORIO DE LAS ENFERMEDADES CORONARIAS CARDIOVASCULARES: EN EL SURESTE DE MÉXICO"
2009,"Identificación de microRNAs circulantes en suero como biomarcadores potenciales en el diagnóstico de osteoartritis"
2009,"CONCENTRACIÓN SÉRICA DE VITAMINA D [25(OH)D3] SU ASOCIACIÓN CON LA DENSIDAD MINERAL ÓSEA Y POLIMORFISMOS DEL RECEPTOR DE VITAMINA D EN UNA COHORTE DE INDIVIDUOS SANOS DEL ESTADO DE MÉXICO"
2009,"Evaluación de la exposición a plaguicidas utilizando una prueba tamiz, en mujeres embarazadas y sus recién nacidos, para la detección temprana de un factor de riesgo para la salud."
2009,"Prototipo de Sistema de Rayos-X Guiado por Imágenes para Radioterapia Mediada por Agentes de Contraste"
2009,"Eficiencia y dinámica de la transmisión vertical de virus dengue en focos persistentes en México."
2009,"Desarrollo y prueba de un  Modelo de entrenamiento en prácticas de crianza positivas en familias mexicanas con niños/as con problemas de conducta."
2009,"Marcadores genético-moleculares para el diagnóstico y el análisis de diversidad de aislados de Salmonella enterica obtenidos de productos cárnicos y lácteos"
2009,"Caracterización de cepas endémicas de Helicobacter pylori del Estado de  Durango y estudio de genes implicados en la resistencia a antibióticos."
2009,"Impacto de un programa de entrenamiento físico en calidad de vida y seguridad en pacientes con cirrosis e hipertensión portal"
2009,"Obtención de imágenes infrarrojas para la exploración del segmento anterior del ojo en presencia de opacidad en córnea"
2009,"Expresión inmunohistoquímica de distrofina en la biopsia de piel de pacientes con distrofinopatía (distrofia muscular de Duchenne / Becker)"
2009,"DESARROLLO DE TECNOLOGÍAS PARA LA PREVENCIÓN Y DIAGNÓSTICO DE LA ENFERMEDAD CELIACA EN LOS NIÑOS"
2009,"EVALUACIÓN DINÁMICA DE PRESIONES EN ASIENTOS DE SILLAS DE RUEDAS MANUALES"
2009,"Caracterización de la diversidad genómica del virus de la inmunodeficiencia humana para identificar polimorfismos de relevancia clínica y utilidad práctica a través de una técnica molecular innovadora de alta resolución."
2009,"APLICACIÓN DE CAMPOS ELECTROMAGNÉTICOS DE MUY BAJA FRECUENCIA EN LA CICATRIZACIÓN DE ÚLCERAS CRONICAS EN PACIENTES DIABETICOS COMO UN MÉTODO DE TRATAMIENTO PREVENTIVO Y COMPLEMENTARIO."
2009,"PREVENCIÓN DE EXACERBACIONES CON VENTILACIÓN MECÁNICA NO INVASIVA EN EPOC ESTABLE MUY GRAVE (GOLD IV)"
2009,"Consolidación de una cohorte de adultos residentes en el centro de México diseñada para medir la incidencia de la diabetes y de los componentes del síndrome metabólico"
2009,"Medición de marcadores de activación y respuesta inmunológica a retroelementos durante la infección por el virus de la inmunodeficiencia humana."
2009,"IDENTIFICACIÓN DE RECEPTORES DE TRASPLANTE RENAL CON PERFIL GENÉTICO DE TOLERANCIA OPERACIONAL."
2009,"Impacto del síndrome metabólico en la génesis y progresión de la osteoartritis (OA) de rodillas en adultos jóvenes. Un estudio en la Población Mexicana."
2009,"Prevalencia de infección por VIH y otras Infecciones de Transmisión Sexual en Reclusorios del Estado de Guanajuato"
2009,"Desarrollo de métodos moleculares cuantitativos para estimar la progresión de las lesiones preneoplásicas y neoplásicas del cérvix"
2009,"Correlación de la expresión del gen Bik con la expresión de los genes hMAM y CK-9 en células circulantes en sangre periférica y tejido mamario neoplásico de mujeres mexicanas con cáncer de mama."
2009,"¿PUEDE UNA MANIOBRA DE INTERVENCION INFORMATIVA DISMINUIR EL NIVEL DE COTININA URINARIA EN PACIENTES PEDIATRICOS CON TABAQUISMO PASIVO?"
2009,"Perfiles de expresión genómica de microRNAs en biopsias de tumores de cáncer de mama esporadico en población mexicana."
2009,"Dieta y marcadores biológicos como predictores de la densidad mamográfica en maestras mexicanas: EsMaestra un estudio prospectivo"
2009,"Epilepsia y Toxocariasis: Seropositividad de Toxocara canis en pacientes pediátricos y la relación del parásito como causa de desorden neurológico."
2009,"Evaluacion de blancos de inmunidad contra el virus dengue y su potencial aplicacion en la elaboración de candidatos a vacunas"
2009,"EFICACIA DE LA DISCOGRAFÍA TERAPÉUTICA Y DE LA CIRUGÍA DE FUSIÓN CON INSTRUMENTACIÓN EN PACIENTES CON DOLOR LUMBAR Y/O CIÁTICO CRÓNICO DE ORIGEN DISCÓGENO, REFRACTARIO A TRATAMIENTO CONSERVADOR."
2009,"Comparación de la modalidad de diálisis sobre algunos marcadores antioxidantes y de estrés oxidativo en pacientes con insuficiencia renal crónica."
